DimItemDWK,ItemID,ItemName,ItemDescription,SKU,ItemType,ItemCost,ItemPrice,IsCurrent,DeletedRecordFlag,DWStartDate,DWEndDate
1121,-1014,ND_HANKINSON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1260,-529,AR_POLK CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1302,-1029,ND_NAPOLEON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1309,-1020,ND_SOUTH HEART,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1348,-417,AR_LONOKE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1393,-366,AR_CENTERTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1394,-367,AR_LOWELL,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1395,-368,AR_SPRINGDALE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1396,-979,ND_NEW ENGLAND,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1397,-980,ND_DRAKE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1398,-981,ND_GARRISON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1401,-222,AR_BATESVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1441,-498,AR_PHILLIPS CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1491,-433,AR_FAYETTEVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1493,-976,ND_LANGDON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1590,-1000,ND_PORTLAND,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1600,-431,AR_ATKINS,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1615,-306,AR_BRINKLEY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1652,-1002,ND_RAY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1655,-1005,ND_TOWER CITY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1656,-1006,ND_BOTTINEAU,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1657,-1007,ND_BUFFALO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1658,-1008,ND_FARGO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1760,-460,AR_ALEXANDER,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1763,-463,AR_PALESTINE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1782,-525,AR_LAWRENCE CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1870,-1027,ND_LINTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1893,-517,AR_UNION CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1944,-206,AR_GASSVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1945,-506,AR_MADISON CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1988,-483,AR_BRADLEY CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1993,-338,AR_HORSESHOE BEND,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1996,-998,ND_ROLETTE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1997,-999,ND_HATTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1999,-213,AR_PIGGOTT,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2020,-392,AR_JASPER,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2076,-1049,ND_WYNDMERE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2079,-1052,ND_HILLSBORO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2112,-489,AR_HEMPSTEAD CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2209,-322,AR_ANTHONYVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2226,-334,AR_BERRYVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2230,-337,AR_CALICO ROCK,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2256,-1061,ND_NEW ROCKFORD,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2266,-1054,ND_KENMARE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2267,-1055,ND_HOPE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2268,-1056,ND_MINNEWAUKAN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2276,-941,ND_MADDOCK,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2277,-1037,ND_RICHARDTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2281,-1041,ND_CARRINGTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2305,-1253,CA_EDNA,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2312,-193,AR_KEISER,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2315,-196,AR_WEST HELENA,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2320,-952,ND_BISBEE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2321,-953,ND_CANDO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2355,-2072,IL_MURPHYSBORO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2401,-388,AR_FORT SMITH,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2607,-402,AR_PLUMERVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2609,-937,ND_MINOT,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2612,-1019,ND_WILLISTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2720,-440,AR_ALMA,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2721,-441,AR_VAN BUREN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2723,-442,AR_TURRELL,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2971,-210,AR_HIGHFILL,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3041,-316,AR_OLA,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3069,-182,AR_BOONEVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3109,-241,AR_MARION,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3331,-948,ND_NECHE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3332,-949,ND_PARK RIVER,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3333,-950,ND_FINLEY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3335,-310,AR_MARVELL,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3336,-311,AR_COVE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3337,-312,AR_JACKSONVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3339,-314,AR_LINCOLN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3347,-448,AR_ROGERS,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3389,-475,AR_FULTON CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3393,-479,AR_NEVADA CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3394,-480,AR_OUACHITA CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3395,-481,AR_PIKE CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3422,-260,AR_STAR CITY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3424,-262,AR_CABOT,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3459,-2295,IL_RIVER GROVE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3493,-996,ND_GLENBURN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3562,-537,AR_VAN BUREN CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3625,-942,ND_LEONARD,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3675,-2477,IL_CASS CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3812,-308,AR_CHIDESTER,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3929,-170,AR_GRAVETTE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3937,-362,AR_MULBERRY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4064,-987,ND_SURREY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4089,-956,ND_STRASBURG,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4193,-985,ND_FAIRMOUNT,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4262,-353,AR_WALDENBURG,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4347,-422,AR_ROCKPORT,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4422,-271,AR_GREENWOOD,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4628,-418,AR_YELLVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4644,-2170,IL_TILTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4729,-1024,ND_ENDERLIN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4731,-965,ND_WALHALLA,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4732,-966,ND_DEVILS LAKE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4733,-967,ND_WAHPETON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4735,-969,ND_MAYVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4736,-970,ND_GRAFTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4827,-288,AR_EARLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4831,-274,AR_MOUNTAIN VIEW,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4832,-275,AR_ELKINS,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4836,-407,AR_SILOAM SPRINGS,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4838,-958,ND_MOTT,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4846,-972,ND_BELFIELD,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4857,-993,ND_TURTLE LAKE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4895,-1067,ND_LISBON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4896,-1068,ND_LIDGERWOOD,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4908,-256,AR_CADDO VALLEY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4911,-259,AR_CLARKSVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4913,-183,AR_AUSTIN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4934,-959,ND_LAMOURE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4935,-960,ND_GRANVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
4944,-973,ND_JAMESTOWN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5034,-435,AR_TONTITOWN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5099,-1059,ND_WILTON,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5100,-281,AR_MARKED TREE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5131,-1043,ND_REGENT,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5132,-1044,ND_STEELE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5133,-1045,ND_EDGELEY,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5228,-292,AR_BENTONVILLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5297,-327,AR_GREENBRIER,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5346,-432,AR_POCAHONTAS,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5421,-284,AR_DARDANELLE,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5460,-962,ND_VELVA,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5461,-963,ND_WASHBURN,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5468,-279,AR_HELENA,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
5563,-501,AR_CROSS CO,,,Sales Tax Item,,2,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
23,1735,IZ-MX,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
24,1736,IE-MX,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
96,3765,ES43,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
98,3767,OS,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
99,3768,ES,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
100,3769,RS,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
101,3770,GS,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
168,3676,ESSS-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
242,1717,GST CA_0,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
243,1718,GST CA_E,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
248,1676,NF-FR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
418,1849,IS-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
420,1851,ECFA-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
421,1852,ID-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
422,1853,EP-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
467,1844,OS-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
468,1845,EZ-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
474,1862,E-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
477,1875,RC-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
513,1621,Z-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
514,1622,ZX-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
530,1620,SR-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
564,1770,UNDEF_PH,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
630,1695,EXPS-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
631,1699,NCF-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
794,1632,IT-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
848,3678,ESSN-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
849,3679,RCS-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
850,3674,ER-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
851,3672,RC-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
852,3673,ES-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
891,1839,RC-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
892,1840,Z-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
893,1841,ES-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
933,1880,EZ-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
934,1881,ESSS-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
935,1882,ESSP-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
937,1884,IS-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
938,1885,ID-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1114,1631,OS-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1158,3753,ZP,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1159,3754,EP,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1160,3755,OP,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1315,3772,UNDEF_CN,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1364,1856,UNDEF-DK,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1480,1919,RC-NL,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1519,3740,ME-SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1523,1625,ER-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1524,1626,EZ-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1525,1627,ESR-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1526,1628,ESSS-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1527,1629,ESSP-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1528,1630,IS-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1543,3728,Z-TH,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1544,3726,UNDEF_TH,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1546,3729,E-TH,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1581,3764,ZRE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1756,3759,GP,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1767,1846,ESSS-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1899,1742,UNDEF_SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1912,1689,IS-FR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1922,1682,ER-FR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1939,1931,UNDEF_NZ,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2015,1921,E-NL,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2033,3677,ESSP-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2034,3675,EZ-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2049,1558,UNDEF-FR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2050,1581,DTY-FR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2057,1928,ESSS-NL,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2117,1721,PST_CA_E,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2190,1763,X-UY,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2216,1701,NCI-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2290,1933,Z-NZ,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2325,1764,XE-UY,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2326,1788,UNDEF_BR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2341,1934,E-NZ,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2372,1633,S1-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2461,1888,Z-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2462,1890,O-GB,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2913,1929,ESSP-NL,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2914,1930,IS-NL,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3195,1728,UNDEF_MX,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3202,1707,UNDEF_UY,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3203,1683,O-FR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3204,1684,OS-FR,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3211,1772,Z-PH,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3213,3731,ZR-SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3214,3732,ES33-SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3249,1720,PST ON_0,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3324,1847,ESSP-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3325,1848,I-BE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3411,1737,ZX-MX,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3454,1732,E-MX,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3470,1693,ITS-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3511,1508,E-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3512,1690,UNDEF-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3513,1691,ADJ-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3547,1696,CPF-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3549,1698,CPI-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3654,-7,-Not Taxable-,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3757,1500,UNDEF-DE,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3836,3735,OS-SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3837,3736,NR-SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3838,3737,EP-SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3839,3738,OP-SG,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
3865,1694,TFS-AU,,,Sales Tax Item,,0,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
